userName,score,at,content
Liza Rani,1,2022-02-26 09:59:44,Sumpah nie app buat kesel aja.da 9 hr lalu aku positif skrg sdh negatif sdh cek jg diklinix tp status msh hitam appnya. Mau msk pun g bs² yg keluar unggah data tp diklik malah balik kesitu lagi². Jd g bs cek dan msk di app PL nya. Mending hapus aj nie app bgni buat pusing aj.
Syamsu Rizal,1,2022-02-26 08:01:28,"17 feb terkonfirmasi positif, sejak tgl tersebut mendapatkan notifikasi terkonfirmasi dr peduli lindungi setiap 30 menit (lumayan bikin stress). Hari ini saya tes antigen dan hasilnya negatif. Nah wkt buka aplikasi peduli lindungi ada notif harus mengunggah data Sijejak dan diinstruksikan meng klik ""unggah data"". Stlh diklik mucul aktif kan Sijejak dan sudah diaktifkan. Yg jd kendala kenapa tidak bisa kembali ke halaman awal atau menu supaya bisa melihat update hasil tes. Apa solusi nya?"
Ibnu Mimbar,1,2022-02-26 06:57:18,"Gak bagus aplikasihnya,,,, pengaturan tanggalnya gak bisa di ketik dengan keyword,, terlalu lama,,,, terlalu bloon,, atau sengaja menolak vaksin"
Pandhu Surya buana,3,2022-02-26 06:41:58,"di aplikasi pedulilindungi saya , sertifikat vaksin dua2nya tidak muncul di aplikasi . sudah melewati tata cara proses klaim tapi selalu gagal . sudah klik bantuan , tetapi tidak ada respon sama sekali . ini bagaimana solusinya ? mohon untuk bersedia di bantu untuk mengatasi permasalahaan tersebut."
Ervin Imam Nurdiyansyah,3,2022-02-26 02:00:06,"Mohon perbaiki aplikasinya,mengapa tidak bisa menghapus sertivikat vaksin milik orang lain.karena ada sertifikat orang lain d aplikasi saya. Kalo mau menambahkan bias,kenapa kalo mau menghapus tidak bisa"
Iqbal Dewani,1,2022-02-26 01:23:00,"Riwayat hasil tes hilang begitu aja, seharusnya ter record semua kapan pernah tes dan dimana lokasinya, di bagi antigen dan pcr, masa berlaku dan kasi watermark jika sudah tidak berlaku, tp tetap ada riwayat kapan pernah tes. Begitu aja ga bisa developernya GANTI. Aplikasi pemerintah kan ini bukan kerjaan anak kuliah lg kerja prakter bikin aplikasi."
Nur Ismatul,1,2022-02-25 23:18:38,Kenapa aplikasinya sekarang jd aneh ya? Kenapa buat hp oppo a37 skrng jadi tidak support. Di play store mau di download aplikasinya malah tidak ada. Padahal dulu baik2 aja. Mohon bisa support untuk semua type hp. Karena sekarang apa2 persyaratannya pake peduli lindungi. Terima kasih.
Made Parta,3,2022-02-25 15:01:55,"Aplikasinya bagus, cuma dibagian input tanggal, bulan dan tahun kelahiran terlalu lemot. Buatlah menggunakan entri pencarian. Kalau mencari tahun 1945 bisa buyuh waktu setengah hari, kadang sampai ngantuk."
UQSILUL IQBAL,5,2022-02-25 14:52:16,"Apilkasi nya sudah mulai bagus, respon developper nya sangat baik, mempermudah perjalanan ke luar kota, memberi info yang lumayan akurat, dan aman. Mohon lebih dintingkat kan lagi, terimakaih🙏"
Darmawan Adi Wijaya,1,2022-02-25 14:09:17,"Maaf kok sekarang aplikasi nya tambah hari tambah ribet ya, saya sudah swab antigen dan hasilnya negatif tp kok belum berubah-berubah statusnya malah minta sijejak lah update data lah bluetooth tolong di perbaiki sesegera mungkin, karena nanti orang pada males pake aplikasi ini"
Frananda Putra Alfahrezy,2,2022-02-25 13:16:46,Tambah tidak secure untuk apa mengaktifkan bluetooth terus terusan. Dan nothing we can do dengan sijejak ini. Malah gak bisa pake appsnya
Arya Fauzan Adam,1,2022-02-25 13:05:45,"Perbaiki lah aplikasinya mesti eror terus . Orang udah swab pcr gamasuk datanya, terus fitur beta yang membagongkan (Sijejak) udah dipencet setuju sama nyalain fiturnya tetap aja gabisa ilang menu nya itu jadi gabisa buat akses menu lain"
sukamto wp pajak,3,2022-02-25 12:34:40,"Saya selalu swab antigen di layanan kesehatan yang ditunjuk oleh kesehatan, tapi di aplikasi tidak pernah muncul. Sementara data hasil swab saya muncul di server/komputer petugas kesehatan dan jumlahnya cukup banyak"
Eric A.T,1,2022-02-25 12:20:35,"Bikin update yg bener donk.. di patch ini diminta aktifkan Sijejak dgn bluetooth tapi permintaan ini terus muncul padahal fitur Sijejaknya sudah di aktifkan! Saya jadi tidak bisa akses opsi lain (cek hasil PCR ,dll)."
Ain Cantik,1,2022-02-25 12:04:05,Sangat tidak membantu!!!!!!!!!!!! Kenapa sertifikasi vaksin Nya kok nggak bisa di download padahal semuanya sudah di isi malah iklan terus yg muncul......
Regha Rumi,1,2022-02-25 12:00:38,"Ini gmn ya, anak saya sudah 2x vaksin tapi vaksin yg kedua ini tidak muncul sertifikat nya,padahal sudah di vaksin dr tanggal 7/02/15 kemarin,skrg sudah tgl 25/02/15, tapi sertifikat vaksin nya tidak ada. Sy sudah berkali2 isi data yg benar, bahkan sudah berkali2 juga sy perbarui aplikasi peduli lindungi ini,tapi tetap saja tidak muncul sertifikat kedua nya.. Bagaimana ini min ?????"
Arifin Zen,2,2022-02-25 11:45:00,"sebuah sistem itu harusnya mempermudah dan mempercepat user, dengan menggunakan format input tanggal bulan dan tahun seperti di dalam sistem PL yang versi sekarang maupun versi terdahulu user merasa sangat terganggu dan malas menggunakannya. benahi design input tanggal agar user merasa betah. itulah prinsif ucerinterface."
Lasarus Gad Manijeni,5,2022-02-25 10:47:49,"Sangat bagus menurut saya. Tapi saya punya saran, bagaimana kalau ketika kita keluar dari tempat yang kita tuju kita akan otomatis logout jadi tidak perlu scan qr code lagi untuk logout"
Muhammad Zidhan,1,2022-02-25 08:46:40,"Aplikasi tidak dapat dibuka setelah update sijejak, stuck di bagian aktifkan sijejak. Sudah saya aktifkan namun tetap tidak bisa masuk kedalam aplikasi"
aryando rumondor,1,2022-02-25 03:37:54,"Hasil PCR saya sudah negatif tapi masih tetap hitam di apps. Data dari Lab yang saya lakukan pemeriksaan sudah kirim ke kemenkes tapi dari pedulilindungi belum update. Nggak beres ini, kalo positif cepat banget di update dinyatakan positif itupun hanya hasil rapid antigen."
Dedy Kurniawan,1,2022-02-24 22:40:24,"Setelah di update, malah aplikasi gak bisa kebuka. Halaman pertama muncul notifikasi siJejak trus, tuk melanjutkan ke menu aplikasi selanjutnya tidak bisa. Dicoba utk mengikuti alur perintah di siJejak, tetap saja tidak bisa. Padahal saya udah negatif"
Dedi Damhudi,1,2022-02-24 19:40:10,"Aplikasi sering eror,sering tidak bisa check out,saat saat jam 2 pagi sedang di rumah ,masa saya di aplikasi saya sedang check in di lotte mall bintaro,coba di check out tapi tidak bisa"
rio anggoro putra,1,2022-02-24 13:52:48,Wungsi aplikasi ini apa? banyak sekali menu yang tidak berguna. sediakan aja menu barkode untuk setiap vaksin 1 nik. dan kasi aja menu scan buat ngecek orang benaran vaksin atau belum. buat aplikasi kok ribet amat.
Sugiarti Utih,4,2022-02-24 13:19:33,"Saya tadi swab pcr saya mau buka pedulilindungi tapi sudah ada tulisan kamu terdata sebagai kasus terkonfirmasi COVID-19.mohon untuk mengirimkan data sijejak dengan klik tombol unggah dibawah ini. tapi saya klik kebawah ga bisa di klik yg lain juga tidak bisa harus bagaimana, mohon petunjuk."
Nandee Santoso,1,2022-02-24 12:39:33,"Setelah diupdate mau masuk aja malah loading lama banget. Hasil pcr 3 hari terakhir hilang padahal sebelumnya terupdate. Kalo keluar aplikasi, pas mau masuk malah error. Ini updateannya gimana sih?"
ekapraswidiya hadiwiyata,5,2022-02-24 08:23:53,"sejauh ini cukup baik. saya sangat mendukung aplikasi sprt ini,krn tuk mncpai ksehjhtraan,dan kmakmuran yg sempurna,maka slh satu syrat utama adlah,KESEHATAN.baik dari sisi psikologis,maupun biologis. dan saya kira aplikasi ini bisa menjadi suatu bagian dlm kerangka motor penggerak dlm segi kesehatan,, dan diharapkan pula menjadi slh satu andalan..."
fika 2002,1,2022-02-24 06:56:55,"Ga jelas. Udah daftar pake wa, restart hp trs download lagi. Login ulang malah username not empty. Daftar ulang malah muncul 'nomor telepon sudah terdaftar'. Ga jelas banget!!!"
Thomas G,1,2022-02-24 05:32:25,"Aplikasi pedulilindungi tidak bisa dibuka dan tulisannya ""Aplikasi telah berhenti"" padahal sebelumnya tidak kenapa napa dan ini sudah di update tapi tetap tidak bisa dibuka"
Wiwien Wicaksono,1,2022-02-24 03:51:42,"Dear team, ini aplikasi gimana ya, saya sudah vaccine lengkap, 1,2 dan booster, saat vaccine ke2 sertifikat gak muncul aamapi berganti taun, baru muncul setelah saya drg ke puskesmas arsel, aetelah vaccine booster juga sertifikat gak muncul, sampa sekarang pihak puskes hanya bilang audah di entry, ini saya coba uninstall dan re install aplikasi, eee malahaemua sertifikat tidak ada, Saya hqrus kemana??? Tolong... Tolongggg......."
asan pocusan,1,2022-02-24 03:37:28,Aplikasi apa ini. Suruh isi data terus. Saya udah 3x masukin data ini Aplikasi gimana jalan ceritanya. Sertifikat awal udah ada eh hilang lagi minta Klaim lagi.
rindi rinar,3,2022-02-24 02:49:19,"Udh seminggu lebih ngk bisa di buka aplikasinya, itu knp, udh di coba update,uninstall dan install lg tetap bgk bisa di buka. Lama nungguin,"
pupus qira,1,2022-02-24 01:07:33,"Aplikasi sangat susah digunakan terutama untuk para lansia, pencarian QR code terlalu lama, apalagi aturan/syarat penerbangan harus menggunakan aplikasi ini, kalian kalau bikin aplikasi sesuaikan sama aturan, aturan belum beres kalian main buat aplikasi, jangan buang2 uang rakyat untuk hal yang TERKESAN BELUM BERES!. Sertifikat antara web dan aplikasi juga tidak sinkron. Hal2 kecil macam itu yang membuat saya berpendapat KALIAN TIDAK PROFESIONAL! SAMPAIKAN KE ATASAN MU!"
Rano Bamba,1,2022-02-23 23:36:19,"Sdah 60 notifikasi yg sama, masuk tak henti henti.. Dan notifikasi yg diberikan adlah notifikasi yg tdk benar...."
Lidia Arvinda Sari,1,2022-02-23 23:02:10,"Pas buka aplukasi minta di update setelah di update sertifikat jadi hilang n ada bagian claim sertifikat dan suruh isi tgl berapa vaksin ya sdh lupa lah, gimana sih suruh update aplikasi jd hipang semua datanya ?"
Endang Sobirin,3,2022-02-23 16:30:37,"Sudah vaksin booster tapi sertifikatnya gak muncul, itu gimna ? Sudah coba WA ke nomor yg tertera tapi jawaban kurang memuaskan. Coba klaim sertifikat ngisi data gak muncul juga."
Jaenul Firdaus,1,2022-02-23 15:47:28,Saya sudah 2 bulan ini selalu mengikuti protokol Covid 19 di area Kerja . Namun ketika sudah PCR/Antigen. Kenapa tidak Pernah muncul hasilnya di Aplikasi tersebut. Data sudah Lengkap semua. ..
Aldea Efith Putri,1,2022-02-23 12:54:54,"Check in tidak ada masalah. Tapi pas check out kterangannya ""Check in berhasil"", dan di bawahnya tertulis keterangan *perangkat anda tidak terkoneksi dalam jaringan* padahal sinyalnya bagus."
Yoga Sukirwan,5,2022-02-23 12:49:23,"Saat ini aplikasi pedulilindungi tidak bisa dibuka melalui handphone saya .. notifikasinya tertulis 'pedulilindungi telah berhenti,' padahal saya tidak pernah minta berhenti"
노팔Noufal,4,2022-02-23 11:18:24,"Untuk aplikasinya bagus sih menurut aku, komplit banget. CUMA, saya sering terkendala setiap ingin check out dari lokasi yang saya kunjungi, pasti selalu tidak bisa, padahal jaringan internet saya lumayan bagus. Tolong perbaiki bug seperti ini."
Arif Kurniawan,1,2022-02-23 09:45:49,"aplikasinya ga praktis, mendingan yg sebelum update data vaksin langsung kelihatan, ini perlu klaim, lama lagi, ilang lagi. RIBET!"
Canda Puspa,3,2022-02-23 08:56:11,Aplikasai yg sekarang tambah ribet lebih mudah aplikasi yg lama begitu daftar masukin nik dan lain lain langsung muncul sertifikat kalo yg sekarang mesti klaim dulu tolong di buat lebih mudah kalo kek gitu jd ribet apalagi untuk orang yg gaptek udah daftar ribet masukin ini ono pas cek sertifikat nggak muncul dan ternyata harus klaim dulu
Wulan Prasetiar,3,2022-02-23 04:34:57,Aplikasinya kurang optimal fungsinya.. sudah check-in tapi tidak keluar keterangan berapa org yg check-in.. perlu ditingkatkan performa aplikasinya..
Laveynda Kiara Pramiswari,1,2022-02-23 03:55:37,"Sudah di update tapi makin aneh aplikasinya. Sudah 2 kali vaksin, tapi sertifikat tidak muncul. Saat isi data, buat klaim sertifikat, mengisi tgl lahir dan tgl vaksin ribet amat. Mustinya data saya kan sudah tersimpan di database. Tinggal klik di Sertifikat harusnya bisa langsung keluar."
Gobhe Noge,1,2022-02-23 03:02:12,"Maaf aplikasi pedulilindungi, berguna tetapi jika jadi tidak bisa memperbaiki masalah yang sering terjadi seperti pasien sudah tes kembali antigen dan pcr sudah Negatif, haraf segera aplikasi ini merubah status yang hitam menjadi hijau!!! Sehinggah aktifitas berjalan lancar!!! terimakasih"
Akang Rohman,3,2022-02-23 02:58:46,"Saya sudah install dan daftar, sudah bisa login, tapi 1 hari kemudian saat saya mau buka aplikasinya selalu muncul keterangan tidak ada koneksi internet, padahal koneksi internetnya ada, baik via wifi maupun selullar.. Tolong kalau buat aplikasi publik yang bagus dong.."
Ibnu Ahmad,1,2022-02-22 17:05:24,"Pengisian tanggal, bulan, tahun lahir sulit diisi karena lama mencarinya, bagi mereka yang lahir di bahan tahun 1980 sebaiknya pakai sistem ketik saja tinggal diisi/ketik tanggal, bulan, tahun lahirnya bukan sistem geser/pilih/mencari. Lalu maslaah verifikasi kode ada kesulitan setelah pengiriman kode via email, karena aplikasi peduli lingkungi langsung tertutup dan harus buka kembali, harus mulai dari awal lagi sementara waktu yang disediakan sangat singkat, terima kasih."
Oshie Umboro,5,2022-02-22 14:58:27,Membagongkan . beberapa kali coba gk bisa not found trus. Sempet bisa ... eee pas buka lagi balik gk bisa lagi. Notifikasi zona resiko covid .. minta izin akses lokasi mulu. Sama di kasi selamaat mulu .. suruh restart hp mulu. Aaaauch aach laap ... gk ngemall gk papa ...
Noly Helmi Harahap,1,2022-02-22 12:03:46,"Tidak respon saat klik checkout pd saat kita sudah keluar dr suatu lokasi (mall misalnya). Jadinya dibiarin aja, nnti checkout otomatis pas jam mallnya tutup. Jd posisi kita Gak valid sama kondisi sebenarnya."
Siti Sarifah Kusdayanti,3,2022-02-22 10:43:00,"Minusnya adalah, data hasil tesnya masuknya lama banget. Bisa seharian bahkan baru besoknya masuk. Saya udh harus kerja nih, tpi aplikasinya masih positif hasil tes saya udh negatif. Terus ini gimana nih? Lama banget eskalasi datanya."
Melisa Mell,1,2022-02-22 09:46:54,"2 hari yg lalu saya tes, hasilnya ada d apps ini. Sekarang saya upload & cek, hasilnya hilang. Seharusnya jangan dihilangkan, untuk arsip pribadin tolong dipertimbangkan lg min untuk mengembalikan semua record test yg sudah dilakukan!"
Hadi Fauzan,4,2022-02-22 08:13:28,"sangat user friendly, hanya saja trafic sering padat shg susah di akses saat dibutuhkan. Dan yg paling membuat kesal adalah mengisi tanggal lahir harus pakai template kalender harus pencet tombol dari th 2022 sampai 1961. sungguh menjengkelkan"
Fahri Yanuar,1,2022-02-22 07:33:47,Sudah faksin 2kali. Yang pertama sertifikat nya muncul. Trus sekarang ga muncul. Yang suntik ke 2 kali. Dari awal suntik ga keluar sertifikat nya sampe sekarang. Kalo begini gimana ni cara nya biar saya ada sertifikat ..
Heri Anto,1,2022-02-22 05:49:23,Setiap hari coba daftar akun.. Malah nik sama nama suru sesuaikan.. Padahal uda sesuai. Gagal terus... Aplikasi buruk.
evano pos,4,2022-02-22 05:46:51,"Interface dan pengalaman penggunaan aplikasi secara umum sdh cukup baik. Namun, dgn penggunaan lokasi yg diwajibkan oleh aplikasi utk nyala terus menerus (bekerja di latar) cukup menguras baterai. Mohon konsiderasinya utk dpt memilih opsi izin ""penggunaan lokasi ketika aplikasi berjalan"". Terima kasih."
The Autumn,1,2022-02-22 04:33:08,"Saya udah daftar menggunakan nomor tlp. Tapi ketika mau login lagi ga bisa akun tidak ditemukan. Akhirnya saya coba daftar ulang, ga bisa juga katanya nomor sudah terdaftar. Maksudnya apa? Kok kacau banget sih? Tolong solusinya dong."
Daisy Fannysia,5,2022-02-22 02:54:08,"Ini kenapa kode OTP buat verifikasi melalui email tidak terkirim ya, sudah berulang kali hingga harus menunggu selama 3 jam tapi kenapa masih tidak bisa juga padahal akun email sudah terdaftar namun tidak bisa login karena kode OTP dari email tidak terkirim kirim. Dan saya harus daftar kembali menggunakan nomor telepon, baru dapat kode OTP karena melalui email tidak bisa. Kemudian untuk tanggal lahir kenapa tidak sesuai dengan yang dipilih. Mohon di berikan penjelasan akan kejadian ini"
Anisa Agustina,1,2022-02-22 02:45:25,Sudah vaksin pertama tapi serifikatnya ga muncul muncul padahal saya vaksinnya sudah lama. Dan parahnya keterangannya saya belum vaksin. Tolong dong diperbaiki gimana mau vaksin kedua kalo sertifikat yg pertama ga muncul??
Khairil Anwar,1,2022-02-22 00:25:21,"Aplikasi tidak berguna, gara gara ini saya tidak bisa terbang.. saya dinyatakan positif padahal tidak bergejala, di hari yg sama saya test ulang dan hasilnya negatif. Merugikan! Harus nunggu 10 hari lagi. Tolong penjelasannya."
Yeremia Amore,1,2022-02-21 23:50:07,"Saya sudah tes PCR di Lab yang terintegrasi dan hasilnya sudah keluar, namun belum sempat saya screenshot / ambil gambarnya, setelah saya kembali ke menu utama lalu kembali lagi ke hasil tes PCR hasilnya sudah hilang. Kalau memang niat bikin intergrasi hasil tes PCR lewat aplikasi Peduli Lindungi seharusnya dibuat permanen hasilnya / setidaknya ada batas waktunya berapa hari, masa baru dilihat 2 kali sudah hilang."
THOMAS WIBOWO,1,2022-02-21 12:27:34,"Update datanya sangat2 terlalu lambat..., Vaksin sudah lengkap tapi di app tetap tidak tercantum sertifikat vaksinnya, kemana2 hrs pakai app ini tp kualitas app nya NOL... Gak ada pakar IT ya... Dari ratusan ribu ulasan 90% pihak admin minta maaf, PARAH..."
Manisha premarao,1,2022-02-21 10:17:29,"Baru antigen hasil sdh tau negatif di hard copy nya, tapi sampai sekarang ga muncul hasil test nya di peduli lindungi..error terus walau dah refresh, jgn sampe di bandara besok test lagi dah, habisin duit cm karena aplikasi errornga muncul hasil test nya di pedulilindungi."
Najeta Frasela,1,2022-02-21 09:09:58,"Untuk peduli lindungi yg terhormat, saya mau tanya dong kenapa untuk hasil antigen tidak muncul ya di app nya. Punya saya muncul tapi punya orang tua saya tidak. Udh berkali2 un install dan uninstall masih saja tulisannya mendapatkan pasport gagal. Tolong tanggung jawabnya dong, mau bepergian jadi susah. Di bandara masa enggak terima yg kertas dari lab nya. Wajib pake peduli lindungi. Maksa buat antigen ulang ini itu. Nyari duit jangan segininya dong, bukannya mempermudah malh mempersulit rakyat"
